"Sequence_ID"	"Functional.annotation"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"CV"	"F1"	"F1_hab"	"F2_127"	"F2_151"	"F2_28"	"F2_411"	"F2_445"	"F2_73"	"PI127826"
"Solyc02g085360"	"Cytochrome P450"	10.0592375842889	0.391917713440117	1.22236538382006	0.320622392148673	0.748496566317786	0.932241475647001	3	24	1	18	13	22	15	2	2	0
"Solyc09g059240"	"Cytochrome P450"	1339.26934207652	0.405217367761764	1.30511723316806	0.310483500994108	0.75619330428278	0.934550965158964	4783	2236	10	3184	1224	1293	127	8	1022	26
"Solyc08g080380"	"Cytochrome P450"	754.688088644344	0.18630251121934	0.627720810340539	0.296791994387234	0.766625317797991	0.939704634264473	563	1420	255	1168	645	746	312	1098	1113	156
"Solyc07g062520"	"Cytochrome P450"	1242.97833391583	-0.257330584757667	0.890860594908593	-0.288856175958788	0.772691441283926	0.941509585780694	4319	1262	2347	335	318	319	267	260	359	3860
"Solyc12g006860"	"Cytochrome P450"	57.103155526406	-0.179679868542366	0.684833249545769	-0.262370246569574	0.793036009193269	0.946463102006282	52	34	31	57	23	75	107	58	125	9
"Solyc02g085820"	"NADPH-cytochrome P450 reductase "	393.914311865992	0.0653740528370483	0.252195760031133	0.259219476286905	0.795465904661164	0.946713905858178	415	338	336	300	419	350	569	287	425	555
"Solyc08g079300"	"Cytochrome P450"	111.178138139714	0.296299692027909	1.21081243406207	0.244711471151542	0.806679845359297	0.949903919179628	4	336	83	159	43	47	248	3	1	229
"Solyc03g096990"	"Cytochrome P450 89A2 "	1931.34538751127	0.0612960213637068	0.251725987096449	0.243502953631169	0.80761579729294	0.950361975936368	1693	1509	1675	1508	2090	1788	2399	2114	2523	2046
"Solyc01g094080"	"Cytochrome P450"	1423.38099083878	-0.211326956764544	0.976046648679917	-0.216513172859473	0.828587758212486	0.957287219545023	1139	1027	116	325	3610	2894	353	50	2673	1860
"Solyc04g078270"	"Cytochrome P450"	17.0716354307695	0.118291186593644	0.55206550663258	0.21427020013473	0.830336355214835	0.95737700947016	21	10	9	25	11	20	21	27	19	8
"Solyc08g079420"	"Cytochrome P450"	292.364070974782	-0.216050911346362	1.03458930116809	-0.208827706900151	0.834582741178057	0.958567415122432	103	734	4	1016	59	281	252	254	160	45
"Solyc05g011970"	"Cytochrome P450"	336.269472137861	-0.121022665297941	0.599405617075436	-0.201904456432063	0.839991418097176	0.959953245074926	64	649	430	440	376	270	117	372	372	221
"Solyc01g096670"	"Cytochrome P450"	1446.01947646741	0.112880480283424	0.652363095282435	0.17303320972587	0.86262532374015	0.967108833614404	3726	789	2111	414	542	735	1230	1757	439	3691
"Solyc04g083150"	"cytochrome P450"	4619.83053230538	0.114999276759582	0.720297767459315	0.159655189776882	0.873152701379732	0.97005238008961	17476	2786	5888	1065	1256	6532	3543	1910	1330	8549
"Solyc06g035760"	"Cytochrome P450"	12.3438604489996	-0.207277377304745	1.32432215590478	-0.156515826893444	0.875626444925799	0.970714172631359	4	4	1	1	8	57	17	23	9	0
"Solyc06g005210"	"Cytochrome P450 like_TBP "	19.1852542948398	-0.168922540687908	1.11042231945126	-0.152124590553427	0.879088669467095	0.971618160253275	60	21	56	4	4	2	8	8	1	43
"Solyc07g049690"	"Cytochrome P450"	14478.9559131693	0.143734839968462	1.01862554487739	0.141106651694821	0.887785688939628	0.973582750122764	64015	19520	29446	1589	2152	15549	709	1518	5200	19264
"Solyc06g066280"	"Cytochrome P450"	5872.28236542601	-0.0495193258728562	0.376918538308626	-0.131379385304495	0.895475195447356	0.976133009661984	8240	3724	5331	2799	3325	5003	7867	6586	10080	7032
"Solyc09g066150"	"Cytochrome P450"	97.1060590198478	0.106415519953444	1.07676790937734	0.0988286510274817	0.921274319616854	0.980753162380123	21	42	21	93	85	133	117	220	209	0
"Solyc06g066240"	"Cytochrome P450"	21425.388942988	-0.082727002633792	0.912016774291249	-0.0907077643369896	0.927724801019714	0.982502247516056	1936	9944	19501	14154	20040	476	17858	49314	40807	36977
"Solyc03g026130"	"Cytochrome P450"	351.162868732963	0.0575816907178562	0.654739851474198	0.0879459079636081	0.929919668657294	0.983391186706333	836	373	183	302	158	680	50	489	413	146
"Solyc12g045020"	"Cytochrome P450"	66.3772842223587	-0.0784134070090926	1.01215983823388	-0.0774713677099818	0.938248568058348	0.985618706126746	3	163	28	81	33	144	114	17	81	3
"Solyc04g071790"	"Cytochrome P450"	46.8750692667248	-0.0737488721081757	1.13521908792351	-0.0649644398096528	0.948202313341282	0.986653994850092	0	172	89	36	3	60	51	14	31	24
"Solyc10g080840"	"Cytochrome P450"	21503.715159748	-0.0225375282158976	0.527302865164697	-0.0427411449942687	0.965907880558998	0.992484188925676	36399	12413	28320	3873	13363	15077	19351	28694	20593	45534
"Solyc04g054250"	"Cytochrome P450"	124.955343940545	-0.0153423327756842	0.898128212575995	-0.0170825641159624	0.986370748703888	0.996914428507898	0	192	153	82	60	133	183	183	112	161
"Solyc09g092600"	"Cytochrome P450"	82.0961607891723	-2.2465982994061	1.11013572372658	-2.02371498492504	NA	NA	2	57	34	511	3	19	23	59	47	31
"Solyc10g017510"	"Cytochrome P450"	7.35156792437519	-1.45105626945927	1.45282661695152	-0.998781446132939	0.317900575882905	NA	0	2	5	13	6	22	11	0	13	0
"Solyc10g009310"	"Cytochrome P450"	6.92898223336353	0.158764953875966	1.46187491525333	0.108603651529551	0.913516864386907	NA	0	11	0	4	11	10	6	7	18	0
"Solyc12g088460"	"Cytochrome P450"	3560.10954080771	0.949512916980222	0.835633637705272	1.13627895543754	NA	NA	21780	2390	1446	903	1116	2919	1256	621	4406	2657
"Solyc09g098770"	"cytochrome P450"	7.61225960147581	1.18839924833589	0.750903174753335	1.5826264800735	0.113506624329334	NA	15	22	2	2	5	11	9	5	4	5
"Solyc03g115220"	"Cytochrome P450"	6640.62036928696	2.0925264235266	0.882815005727859	2.3702886900992	NA	NA	49156	2251	891	928	2622	5681	3788	3996	4312	872
"Solyc08g005650"	"Cytochrome P450"	71.532861095675	2.11084787985487	2.0187931608428	1.04559888590748	NA	NA	663	31	3	0	2	131	0	1	0	7
"Solyc12g006460"	"Cytochrome P450"	1726.86888731723	2.25434299054376	0.793244091196016	2.84192850039989	NA	NA	12715	1406	276	673	424	799	981	935	930	288
"Solyc07g043460"	"Cytochrome P450 "	2800.01603109704	2.53455175951848	0.962546005332825	2.63317466954953	NA	NA	23916	1238	206	331	809	2176	1143	816	1082	394
"Solyc10g087010"	"cytochrome P450"	3015.01969997314	3.21478936287338	1.8089719754154	1.77713607870301	NA	NA	30976	1241	11	7	205	1762	9	172	1164	9
"Solyc00g247300"	"Cytochrome P450"	7.4440858012172	4.62154255814455	1.83311060501307	2.52114768498194	0.0116972746699778	NA	0	38	0	0	17	3	12	4	0	0
