"Sequence_ID"	"Functional.annotation"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"CV"	"F1"	"F1_hab"	"F2_127"	"F2_151"	"F2_28"	"F2_411"	"F2_445"	"F2_73"	"PI127826"
"Solyc01g110310"	"GATA transcription factor 9 "	1516.64455247258	0.458393499085037	0.298387254748585	1.53623685928298	0.124480298976142	0.51469767724868	2131	1876	877	2078	1217	1223	1764	1991	1212	950
"Solyc05g015720"	"MADS box transcription factor-like protein "	93.5132436649307	0.749591308549761	0.489945200199156	1.5299492846242	0.12602928276776	0.517332673442918	114	182	35	116	134	54	129	35	73	70
"Solyc03g026020"	"Heat stress transcription factor "	1486.57996288015	0.546369684020476	0.357953256761088	1.52637159657174	0.126917347172982	0.519060589546481	919	2448	622	1360	1802	1057	1808	1779	1505	1575
"Solyc04g078550"	"WRKY transcription factor 2 "	1243.3715825217	0.367967392136096	0.241946968442714	1.52085969295053	0.128295050768554	0.521019232569591	1404	1352	980	1067	801	1275	1519	2041	896	1300
"Solyc03g098070"	"C2H2L domain class transcription factor "	260.486971313426	-0.688294376852677	0.456973054653365	-1.50620341799973	0.132014962289449	0.526095828091973	118	165	453	177	156	194	362	197	213	632
"Solyc07g043580"	"BHLH transcription factor "	1962.5732997438	-0.476115991704265	0.316130847117733	-1.50607255206244	0.132048549865997	0.526095828091973	1833	2098	1843	2979	925	3481	1748	1833	1538	1610
"Solyc06g008610"	"WRKY transcription factor 25 "	799.179533697965	0.687349871480811	0.457695539964928	1.50176222283809	0.133158527823851	0.52806809811479	422	770	394	987	1216	408	1088	1286	766	470
"Solyc04g008500"	"C2H2L domain class transcription factor "	122.047945604286	1.02906697018014	0.687264215816083	1.49733820923324	0.134305277508925	0.530070034580617	233	82	17	41	209	223	179	120	101	24
"Solyc12g008670"	"Myb-related transcription factor "	46.4738195641789	1.38301083902164	0.925502203729809	1.49433554393285	0.135087939359067	0.531399825331474	60	113	0	35	54	38	58	57	50	3
"Solyc03g116610"	"Ethylene-responsive transcription factor 7 "	621.732125066012	-0.797032673023617	0.53361808640357	-1.49363879023551	0.135270054989514	0.531449612061743	1221	227	487	272	179	1301	466	362	866	1166
"Solyc06g083590"	"B3 domain-containing transcription factor ABI3 "	18.7663007618075	1.49619356348549	1.00252728027596	1.49242179531877	0.135588604818508	0.531901680691167	109	29	8	9	1	19	14	6	11	2
"Solyc04g009520"	"Nuclear transcription factor Y subunit B-3 "	49.2217285261394	-0.803357683701217	0.53866213010718	-1.49139439882542	0.135857977814434	0.532132082930732	49	57	99	32	37	35	19	22	31	129
"Solyc02g085580"	"C2H2L domain class transcription factor "	1694.58983212285	-0.644970390232834	0.434219747371705	-1.48535480971739	0.137449859862415	0.535016934712335	524	1421	1424	3692	1540	1679	1401	1569	1649	1830
"Solyc02g087310"	"E2F transcription factor-like protein "	293.29487955529	-0.244739292851354	0.164874832010843	-1.4843944940927	0.137704294590995	0.535254901378726	388	254	364	289	206	338	261	270	247	378
"Solyc06g062460"	"BHLH transcription factor-like "	75.765128103644	1.08929919810289	0.734705187910395	1.48263441721572	0.138171567745271	0.536156178235831	40	24	26	117	142	46	189	101	15	35
"Solyc05g009840"	"NAC domain transcription factor "	929.744204844709	0.303885368945949	0.205594981763127	1.47807775432995	0.139386967622971	0.538181928163477	1066	1311	667	1075	904	875	1039	895	806	745
"Solyc10g011910"	"WRKY transcription factor 23 "	122.824399458758	0.993930344389139	0.675120621770984	1.47222631384278	0.140959773852835	0.540102799364129	23	124	40	125	170	98	127	339	103	39
"Solyc01g100750"	"Susceptibility homeodomain transcription factor "	107.35796540296	1.48743515294681	1.01900949798398	1.45968723146307	0.144376052699534	0.544920346456492	677	79	16	13	8	161	17	125	26	82
"Solyc11g073120"	"MYB transcription factor "	499.164044231157	1.87886781878241	1.28915704544693	1.45743904935261	0.144995224565554	0.545699878104883	755	1925	1	744	268	86	559	610	176	0
"Solyc03g019710"	"MADS-box transcription factor "	16.5863725882052	1.98735034247376	1.36609360135116	1.45476879513097	0.145733279770275	0.545759175266655	1	56	4	22	36	6	32	5	0	0
"Solyc01g079370"	"GRAS transcription factor "	14.4174691412499	-0.89557871123307	0.61666214823186	-1.45230044328315	0.146418084289431	0.54685101665092	24	12	24	10	4	20	5	9	9	35
"Solyc01g102340"	"Myb-like transcription factor "	669.907127281629	-0.753347978508345	0.523459658413451	-1.43917103524589	0.150102069728767	0.551910746421845	1568	291	1167	469	256	700	281	329	580	1427
"Solyc02g090820"	"Heat stress transcription factor "	2179.09078866256	-0.474248491388587	0.329945593756151	-1.43735361333264	0.150617542139372	0.552722672572101	1025	1647	2243	2213	1622	1877	2376	2364	2365	4323
"Solyc01g060300"	"MADS-box transcription factor "	21.9326696101132	-1.03863620920301	0.72425522010835	-1.4340748680384	0.151550898919011	0.55434038587373	27	14	30	9	12	6	13	9	22	91
"Solyc02g061990"	"Basic leucine zipper transcription factor "	35.1268908306306	2.44738715488359	1.71343465921203	1.42835161044839	0.153190679698935	0.556270721087761	2	261	1	48	5	2	45	2	0	0
"Solyc07g020960"	"BHLH transcription factor-like protein "	116.162398349433	1.0474918955332	0.734947415223592	1.42526101029218	0.154081766205692	0.558515387647363	138	245	39	79	147	207	150	113	50	4
"Solyc08g014030"	"GRAS family transcription factor "	59.4631017984155	0.866894370461749	0.611897530961275	1.41673127704876	0.156561508906813	0.562432104291791	186	42	39	30	24	96	52	106	24	25
"Solyc01g087990"	"MADS-box transcription factor 3 "	528.693547215921	0.681555659312844	0.482143037042365	1.41359639557121	0.157480440204872	0.56391262381688	310	355	210	489	637	354	596	1263	571	410
"Solyc06g075780"	"Cys2/His2 zinc-finger transcription factor "	158.045541030343	1.27073367203973	0.901018377126872	1.41033047082989	0.158442125201586	0.564653445301886	29	82	149	37	174	33	44	729	44	224
"Solyc10g074470"	"Bzip transcription factor-like "	241.378697516927	0.462404695686489	0.329203760353389	1.40461547337769	0.160135652902244	0.566797696136154	313	212	153	234	231	338	348	311	163	131
"Solyc10g005460"	"MYB transcription factor "	158.904097908849	1.19882878241501	0.853609858031958	1.40442237297841	0.160193112508625	0.566797696136154	28	38	185	53	565	87	240	134	124	26
"Solyc08g006320"	"WRKY transcription factor 3 "	1392.65728945441	0.638707081679557	0.459091676138515	1.39124082373223	0.164152411678034	0.571638426186964	1215	1235	535	1880	1547	1219	1507	2861	1151	588
"Solyc09g009710"	"General transcription factor 3C polypeptide 2 "	281.582700278116	-0.292903335538227	0.21150744812532	-1.38483697919082	0.166102320774627	0.574959747906636	331	238	391	293	250	343	256	211	280	248
"Solyc04g064540"	"MYB transcription factor "	36.4752707266531	1.57548975748691	1.13941951232108	1.3827126360839	0.166752995828024	0.5755717953269	10	30	3	59	19	10	62	146	15	0
"Solyc07g065580"	"Nuclear transcription factor Y subunit B-6 "	12.0878751526082	-1.58214924387058	1.1460228305221	-1.38055647909718	0.167415372603522	0.576490750696844	0	13	10	11	2	1	14	2	21	53
"Solyc01g010410"	"Cys2/His2 zinc-finger transcription factor "	11.978636645988	0.692079084794052	0.505374360715242	1.36943845709658	0.170862259969679	0.582352534786553	22	21	7	10	9	14	11	14	4	12
"Solyc03g116890"	"WRKY transcription factor 2 "	427.569906962006	-1.09585575757078	0.802777118913916	-1.36508095678333	0.17222760661959	0.584566258294177	42	294	613	699	348	330	79	535	54	1349
"Solyc06g076770"	"Myb family transcription factor "	458.803188422314	0.994454399298484	0.733815964435725	1.35518229023973	0.175359485658272	0.589595522355146	147	256	127	365	1345	634	619	464	329	69
"Solyc06g082530"	"GRAS family transcription factor "	3551.27978046178	0.698066050128493	0.516574432659812	1.35133681807323	0.176587563043051	0.591163897099804	12975	2635	3205	2217	1442	2004	3068	3866	1487	5114
"Solyc09g010820"	"MYB transcription factor "	550.598982522605	0.237327508695225	0.177698493813237	1.33556286045204	0.181692196174592	0.595846639844125	512	618	470	515	606	553	606	634	487	525
"Solyc06g071690"	"Myb transcription factor "	120.89584168579	-0.643624875662063	0.484256789084521	-1.32909830108696	0.183815540720832	0.598970443200047	88	47	65	224	75	136	70	188	138	180
"Solyc02g088190"	"MYB transcription factor "	2569.75858395998	-0.470372991407024	0.355249383064656	-1.32406420343147	0.185481722811593	0.599922596513779	1841	1358	3688	2071	1711	2460	2468	3362	2006	5188
"Solyc04g054320"	"BZIP transcription factor "	500.33510956522	0.596215432831978	0.45032798921096	1.32395819739438	0.185516928295541	0.599922596513779	415	527	130	693	702	448	632	688	407	301
"Solyc12g044610"	"Myb transcription factor "	566.928168271391	0.451256131873584	0.341673614230907	1.32072279824517	0.18659380949235	0.600772732216732	533	794	233	530	601	644	728	634	648	339
"Solyc09g059510"	"Ethylene-responsive transcription factor-like protein At4g13040 "	1239.49157188119	0.473111893024472	0.358879196990703	1.31830403375743	0.187401891175997	0.601460598722782	2666	1524	677	1231	1553	1347	912	797	1149	792
"Solyc07g026680"	"Myb transcription factor "	25.3180131893907	1.58947025064702	1.22013475959253	1.30270057315459	0.192677006304915	0.608178420045051	10	159	4	27	14	26	13	4	5	0
"Solyc04g074170"	"MYB transcription factor "	45.8937132498983	1.50131888166408	1.15773972057786	1.29676718780516	0.194711303730353	0.610793273935091	4	17	0	70	62	11	85	155	26	8
"Solyc02g068200"	"TCP family transcription factor "	344.279445872062	0.625173535504723	0.484600333225338	1.29008069669242	0.197022641303546	0.612123690447817	179	330	103	345	554	247	386	567	402	256
"Solyc04g078640"	"Ethylene-responsive transcription factor 5 "	266.805267327014	1.07033584740407	0.82985550505076	1.28978580113004	0.197125039185083	0.612123690447817	201	1045	16	424	313	105	207	88	217	71
"Solyc01g090560"	"Ethylene-responsive transcription factor 4 "	73.7707847371478	1.5171187529115	1.17724006619284	1.28870805240075	0.197499601990981	0.612562719555399	82	10	2	105	73	61	145	229	17	0
"Solyc04g014830"	"GRAS family transcription factor "	207.741694434705	1.17419083303277	0.918576779863551	1.27827184267295	0.201153592373747	0.616217659816692	101	274	123	127	386	169	262	366	204	0
"Solyc04g051360"	"Ethylene responsive transcription factor 2b "	35.4464066060627	-1.72915346028428	1.35624026700357	-1.27496100975133	0.202323042874291	0.617782378608286	25	9	213	0	32	2	10	5	2	58
"Solyc07g053230"	"Myb-related transcription factor "	85.0633159280767	1.11231560755999	0.874536881484571	1.27189102153334	0.203411842367188	0.619359985016573	35	47	69	72	61	12	18	398	28	93
"Solyc11g010340"	"BHLH transcription factor "	14.0309837600074	-1.05028556800353	0.828067301375456	-1.26835773645326	0.204670227241674	0.621241479936633	13	0	16	11	8	45	11	14	14	10
"Solyc05g051550"	"MYB transcription factor "	14.7666690214015	1.69049547052998	1.33712875041346	1.26427277104561	0.206132139239042	0.623404944704779	2	16	0	27	15	3	37	40	3	0
"Solyc06g066370"	"WRKY transcription factor 1 "	5348.21571849814	-0.607889812184411	0.484356137234289	-1.25504719658454	0.20946162728055	0.627576364978729	1833	7488	6080	11419	2403	3259	3506	6095	4985	6334
"Solyc11g072060"	"MYB transcription factor "	23.7783511656539	-0.792999440920512	0.633215869088113	-1.25233665110526	0.210447219087422	0.628855290277164	20	6	23	11	22	68	14	24	33	18
"Solyc12g099140"	"MYB transcription factor "	81.4381820836216	1.37115459457366	1.09589688024466	1.25117118160566	0.210872029947454	0.629706738407693	0	24	50	11	249	65	234	38	56	50
"Solyc01g009070"	"MYB transcription factor "	373.811329188273	0.509790867420379	0.408723967743088	1.24727421843003	0.212296967374386	0.631102750399528	660	646	173	408	187	451	501	319	326	179
"Solyc12g009240"	"Ethylene-responsive transcription factor 4 "	914.255394155112	1.17051084299114	0.943857273330849	1.24013542731989	0.214925307234373	0.63431756336373	14	362	356	969	1176	186	740	3667	766	495
"Solyc01g090790"	"BHLH transcription factor "	542.814370536795	0.945855052581088	0.762995649580652	1.23965982388096	0.215101243180607	0.634471332008749	915	1384	32	1064	248	255	842	389	297	144
"Solyc03g098260"	"MYB transcription factor "	22.738351225301	1.65142114454483	1.33816952426156	1.23408963857261	0.217169504070545	0.636024659982822	0	12	3	35	35	4	75	44	10	0
"Solyc12g006120"	"Nuclear transcription factor Y subunit B-3 "	456.548423896308	0.481030738371619	0.393505382839466	1.22242479861542	0.221547026105597	0.64067270017204	243	349	403	302	776	470	612	582	378	374
"Solyc09g014250"	"Myb family transcription factor "	181.110264588945	0.438045995645157	0.358762901067862	1.22099022597183	0.22208972049423	0.640878806139944	243	238	101	207	141	263	254	193	91	112
"Solyc08g062780"	"BHLH transcription factor "	14.1572754856142	1.05342339121224	0.866808029788133	1.21529030074827	0.22425538989962	0.643297137660453	15	10	0	11	33	9	28	7	7	21
"Solyc12g017370"	"Myb family transcription factor-like "	41.0372011293094	0.926107446790461	0.767028997196956	1.20739561369237	0.227279823969601	0.646368435572465	53	32	9	37	54	73	78	52	20	2
"Solyc12g044390"	"Ethylene-responsive transcription factor 13 "	62.026640168754	-0.919675510969672	0.763506653481431	-1.20454158032041	0.228380320957679	0.647010989595819	21	21	155	11	56	26	46	63	41	194
"Solyc06g075250"	"C2H2L domain class transcription factor "	301.312770004207	0.781020524563499	0.650158990129321	1.20127620539116	0.229644077328662	0.647955135840246	329	309	74	293	449	538	421	379	169	30
"Solyc10g044830"	"BZIP transcription factor family protein expressed "	38.557112097096	-1.36934165551761	1.14229089855775	-1.19876789462871	0.230618209608174	0.649226600585293	0	38	70	82	32	32	35	0	21	76
"Solyc09g082670"	"Heat stress transcription factor A3 "	70.3199055258	-1.17885490863161	0.98832793602963	-1.19277707900009	0.232956689122527	0.65100281722048	6	7	267	23	116	85	16	48	88	18
"Solyc06g082520"	"AP2 domain-containing transcription factor "	892.127913657107	0.298974054328896	0.250689423847373	1.19260736947132	0.233023178327174	0.65100281722048	1203	938	431	978	899	955	1084	877	880	781
"Solyc00g050430"	"BHLH transcription factor "	108.722476217549	0.590244045210804	0.495385048562687	1.19148538479985	0.233463090812884	0.651131459121032	209	98	55	26	65	145	137	169	139	76
"Solyc12g056860"	"BZIP transcription factor "	42.0836075755535	0.906455722792059	0.761262530718034	1.19072683366811	0.233760840150567	0.651474125515572	30	47	4	37	56	72	80	58	28	5
"Solyc09g083220"	"BHLH transcription factor "	883.720228833671	0.502964162949554	0.424982092624486	1.18349495585446	0.236613044435419	0.654802019946064	523	1364	420	1231	1120	842	1104	1013	690	435
"Solyc02g067340"	"MYB transcription factor "	3842.89347799822	-0.65925304754475	0.557569158111609	-1.18237000370954	0.237058919959214	0.655310854510858	8179	2799	7385	1420	1255	3127	2068	1911	3002	9645
"Solyc06g051060"	"Myb family transcription factor-like "	24.5243022820266	1.34251612754184	1.13560947205915	1.18219877570017	0.237126838327338	0.655337646500721	15	20	0	26	28	16	57	53	25	0
"Solyc01g096860"	"AP2-like ethylene-responsive transcription factor At1g16060 "	14.3930105839649	1.39309112561033	1.17920565912468	1.18138097017311	0.237451414281145	0.655717409288889	3	12	2	27	17	8	31	38	1	0
"Solyc10g044680"	"Myb-like transcription factor "	24.7956814742866	1.83260451711712	1.5641435218651	1.17163450252436	0.241343829593995	0.657944726191212	68	2	0	0	9	24	34	87	30	0
"Solyc08g082730"	"BZIP transcription factor bZIP108 "	1438.71170167042	-0.219243757535531	0.189044747422495	-1.15974530117753	0.246152520207783	0.661105321090506	1562	1219	1493	1111	1117	1425	1246	1591	1638	2249
"Solyc05g055940"	"Myb family transcription factor "	1012.72286605334	0.517735995428921	0.44632238000321	1.1600045586448	0.246046950088292	0.661105321090506	1976	2301	482	1098	521	710	872	677	522	1470
"Solyc08g078340"	"Myb family transcription factor "	1063.28454625818	0.289706481171565	0.249995926379375	1.1588448074627	0.246519449561353	0.66120271280674	951	1757	842	1247	949	980	1143	1120	858	866
"Solyc10g085620"	"Myb family transcription factor-like "	29.9333468588155	0.949243240357282	0.82019692896042	1.15733576515633	0.247135206692706	0.661330609132524	24	9	6	18	39	50	77	45	25	3
"Solyc01g008980"	"BZIP transcription factor "	229.121008823057	0.280422833348274	0.243146731085642	1.1533070261574	0.248784387251679	0.661954675772493	304	321	206	232	284	198	198	166	165	246
"Solyc06g066340"	"Myb family transcription factor-like protein "	192.750484816787	0.540682094166568	0.468999949570885	1.15284041002834	0.248975894580188	0.662072934081516	321	260	51	234	192	237	313	95	144	121
"Solyc10g055410"	"MYB transcription factor "	3866.1020814013	-0.400300485904959	0.347906138737823	-1.15059908789543	0.249897208416496	0.663041599904886	2650	1704	4942	4200	4231	3003	4029	3719	3821	6439
"Solyc01g103780"	"TCP family transcription factor "	1129.62737975032	0.519672591373256	0.452334024783219	1.14886911640642	0.250609954078636	0.663415444840219	1146	979	255	1602	1199	1115	1661	1658	884	774
"Solyc03g093610"	"Ethylene responsive transcription factor 1b "	207.578066799457	-0.70141940888846	0.616186625445598	-1.13832300138164	0.25498563282079	0.667739868253208	42	219	254	320	31	125	260	248	210	397
"Solyc01g079870"	"Nuclear transcription factor Y subunit C-2 "	5127.20831565654	0.265521610868995	0.234093337949352	1.13425530685731	0.256687470593994	0.66867665352052	4945	6956	4641	4898	6779	3766	4563	4646	4602	5624
"Solyc04g079360"	"MYB transcription factor "	49.4273678623095	1.27064659611003	1.12315039462666	1.13132364302147	0.257918896628445	0.669868970013418	20	190	23	99	6	11	38	106	1	4
"Solyc05g055240"	"Myb family transcription factor "	1508.82863959142	-0.499934594285969	0.444471400016764	-1.12478461891387	0.260680313775333	0.671992682361228	2665	1487	2564	879	576	1162	976	970	1124	3460
"Solyc03g110860"	"Nuclear transcription factor Y subunit C-1 "	729.336202420079	-0.254510147122068	0.227634509934357	-1.11806486281654	0.263539291912038	0.674459412281335	565	683	799	545	481	900	945	691	802	1001
"Solyc06g083900"	"Myb-related transcription factor "	181.856268501966	1.16784336194913	1.04460017253138	1.11798120722027	0.263575019716434	0.674459412281335	764	135	7	357	11	95	151	323	66	11
"Solyc01g100460"	"BZIP transcription factor "	98.7433363228575	0.673069295605775	0.605481037729757	1.11162737338471	0.266298398031609	0.676355843991188	21	290	58	102	104	81	73	118	82	56
"Solyc06g005310"	"MYB transcription factor "	20.2433503461331	1.30170709076292	1.17086448419142	1.11174871929083	0.266246206059773	0.676355843991188	13	70	0	15	34	18	12	15	24	0
"Solyc03g005350"	"BHLH transcription factor "	444.181456021172	0.214197353672465	0.194128698637859	1.10337809492065	0.269863005263072	0.679868552864096	409	545	403	397	414	325	571	465	433	525
"Solyc04g080740"	"BZIP transcription factor family protein "	2273.01819962865	-0.364308734085433	0.33329544946773	-1.09305042918297	0.274371658847194	0.684727124346418	2264	917	2032	1646	2012	2866	2144	2586	3322	3160
"Solyc06g065190"	"TCP family transcription factor "	381.449396314009	-0.454481127050692	0.418531102834239	-1.085895705177	0.277525137263463	0.68786320588293	479	350	388	202	261	738	385	190	649	238
"Solyc04g077260"	"MYB transcription factor "	34.494109535298	1.70672730728088	1.574730716796	1.08382169032267	0.278443866116304	0.688302937601663	0	143	1	68	12	5	18	94	2	0
"Solyc05g015330"	"Nuclear transcription factor Y subunit C-1 "	18.7780840089236	-1.21811748971622	1.12621100945554	-1.08160680324472	0.279427280236132	0.688353180274418	45	3	29	1	0	34	8	8	15	61
"Solyc06g071450"	"RNA polymerase II transcription factor B subunit 4 "	477.69754220452	-0.298994475076009	0.276403825576247	-1.08173059635721	0.279372253631768	0.688353180274418	560	406	636	438	299	325	437	492	416	890
"Solyc11g011050"	"MYB transcription factor "	22.2392338404844	1.35167958468529	1.24898785838112	1.08221995563454	0.279154803327503	0.688353180274418	0	32	3	29	40	10	25	55	18	0
"Solyc06g073730"	"Ethylene insensitive 3 class transcription factor "	1806.29106811376	0.333821323418381	0.309091930134473	1.08000659633252	0.280139242794972	0.688799996637463	2304	1992	885	2059	1988	2534	1839	2040	1322	1234
"Solyc04g071510"	"BZIP transcription factor "	560.441095294589	0.460805665484239	0.428026974849946	1.07658089924306	0.28166754126344	0.689111487490617	358	441	244	599	932	538	733	678	615	355
"Solyc07g053740"	"Ethylene-responsive transcription factor 4 "	3673.02918908314	0.688110032574363	0.638993913010456	1.07686476907504	0.281540684524219	0.689111487490617	973	1695	1577	4918	5773	1556	4836	8251	3840	1923
"Solyc11g072150"	"Nuclear transcription factor Y subunit C-1 "	342.423058211962	0.360896533605836	0.339103203442924	1.06426754433943	0.287207516323995	0.693468165116976	319	407	164	451	442	244	372	373	360	274
"Solyc10g054010"	"BZIP transcription factor "	68.441359925064	0.708948566986353	0.667328328212715	1.06236845794499	0.288068447258433	0.694467246701896	181	110	12	75	33	97	38	91	57	17
"Solyc11g069030"	"MYB transcription factor "	17.4895917100304	1.12638315574711	1.06171667362543	1.06090747534449	0.288731951717929	0.695071661834608	3	32	1	15	1	11	26	58	22	5
"Solyc08g076710"	"MYB transcription factor "	39.90409042462	1.28656016346104	1.2197864502948	1.05474213387934	0.291543276148664	0.696744786719017	0	21	6	84	71	8	84	92	9	3
"Solyc08g068100"	"Bzip-like transcription factor-like "	1262.69706372398	0.21940081982727	0.208721072848663	1.05116755501899	0.293181641685367	0.697738313771073	1799	1278	1052	912	1055	1551	1429	1389	1400	960
"Solyc06g065820"	"Ethylene-responsive transcription factor 7 "	35.2551145881008	1.02832949378785	0.979249614081516	1.05011988669749	0.293662996599717	0.698019450970437	173	61	27	25	16	46	7	10	16	1
"Solyc05g052610"	"MYB transcription factor "	149.009909683958	1.09983867583824	1.05085749129601	1.046610682179	0.295279173128538	0.699511275659903	68	642	2	233	140	60	66	124	152	6
"Solyc10g084340"	"AP2-like ethylene-responsive transcription factor At1g16060 "	267.380724423035	-0.41565825998001	0.397176381758417	-1.04653317536095	0.295314936282829	0.69952006900205	152	174	419	187	175	483	313	327	220	238
"Solyc11g012510"	"GRAS family transcription factor "	1674.15778470383	0.47118694532558	0.450348753081903	1.04627123335209	0.295435822892976	0.699615863801391	777	1174	1436	1272	1744	1330	1746	3999	1626	1396
"Solyc07g053450"	"BZIP transcription factor family protein "	35.0794155908735	-0.656885238168157	0.632856575347815	-1.03796857575057	0.299284685212385	0.702070809281959	25	28	54	19	3	54	64	22	44	48
"Solyc09g009250"	"Trihelix transcription factor "	51.7024830998152	0.715271857621361	0.688809914831347	1.03841690170283	0.299076004142197	0.702070809281959	87	67	14	52	47	85	93	38	39	4
"Solyc10g086270"	"MYB transcription factor "	11.0131578419493	1.01782984497672	0.985971740542439	1.03231137681163	0.301926273182283	0.704213077332214	44	10	4	19	10	9	12	4	0	4
"Solyc09g007100"	"BZIP transcription factor "	962.738887033579	-0.237429830531116	0.231330889204575	-1.02636457823472	0.304719767957418	0.706337347000462	785	710	954	873	770	882	1059	1100	1120	1482
"Solyc09g075610"	"GATA transcription factor 22 "	462.629804542659	1.16086774167972	1.13128217236608	1.02615224568754	0.304819826870952	0.706377497753353	3054	528	336	31	38	90	80	52	58	1052
"Solyc08g062210"	"Nuclear transcription factor Y subunit A-3 "	3576.15127603676	0.200421730503763	0.195704558356706	1.02410353742737	0.305786373763883	0.706749427367522	3977	3368	3793	2560	3602	2719	4653	3669	3212	4690
"Solyc10g006130"	"Ethylene responsive transcription factor 3a "	2168.73354236602	0.629880962185423	0.616228320818503	1.0221551670147	0.306707466236169	0.707098273769487	587	895	1291	2429	2785	1010	2622	5681	2263	1445
"Solyc05g052050"	"Ethylene responsive transcription factor 1a "	2083.21957227383	-0.591962820380528	0.580854620752161	-1.0191238895784	0.308144153952064	0.707623893594473	551	1839	1477	5480	1094	1383	2611	2174	2735	1084
"Solyc01g104550"	"WRKY transcription factor 32 "	1503.17860261604	-0.533264864522794	0.527841229942682	-1.01027512492857	0.312363495399012	0.709918564762781	3459	900	2294	612	564	2056	1358	422	1811	2344
"Solyc01g008490"	"Nuclear transcription factor Y subunit A-1 "	193.617814049801	0.176331042216219	0.175752438173348	1.00329215371852	0.315719920762706	0.712917649327741	212	195	187	166	223	170	218	183	190	205
"Solyc03g117720"	"AP2-like ethylene-responsive transcription factor At1g16060 "	619.996589571691	0.604201028104989	0.604748441688973	0.999094807780811	0.317748766161367	0.714121638822124	418	201	398	159	1137	589	1489	379	627	768
"Solyc11g006720"	"MYB transcription factor "	492.432152473879	0.389460983450602	0.394136289458155	0.98813784436348	0.323085143728824	0.717435788234766	707	1124	420	620	340	289	450	300	434	354
"Solyc07g066220"	"WRKY transcription factor 35 "	1984.72059533353	0.491391435746291	0.501642506840781	0.979564987107952	0.327300895046856	0.721247493637272	834	2003	960	2167	3692	1791	2045	2516	2361	872
"Solyc01g093960"	"MADS box transcription factor "	111.916283817663	-0.5653989084317	0.578003700003075	-0.978192541723683	0.327979104525704	0.721319571679717	17	61	134	165	104	102	124	129	183	74
"Solyc06g072750"	"Heat stress transcription factor A3 "	434.663412012603	-0.173331959665874	0.177056548158447	-0.978963847814088	0.327597842715945	0.721319571679717	495	470	526	319	333	481	341	443	485	527
"Solyc03g026270"	"Ethylene-responsive transcription factor 4 "	142.76129157799	0.864221728213207	0.88399668942555	0.977630050599857	0.328257329139091	0.721730072174344	16	35	92	29	198	122	65	548	62	231
"Solyc08g061140"	"Homeobox transcription factor "	771.936370777489	-0.213851746429759	0.224998140927115	-0.950460059574596	0.341878539099063	0.728896184421284	984	967	968	503	503	987	664	581	839	918
"Solyc02g093150"	"AP2-like ethylene-responsive transcription factor At1g16060 "	1023.79967604074	0.663383864738415	0.699418810589922	0.948478729330838	0.342885796331201	0.729484656480728	252	604	714	409	2609	1120	2166	268	565	1310
"Solyc08g078180"	"Ethylene-responsive transcription factor 1A "	47.6784745621114	-0.489116683787629	0.516297986564933	-0.947353459659705	0.343458698045936	0.73006247376663	17	47	29	70	54	45	59	18	56	83
"Solyc01g094360"	"MYB transcription factor "	149.856806680571	-0.338707497385904	0.357940707370797	-0.946267050411317	0.344012394756169	0.730310061682779	239	86	181	116	59	142	186	125	183	232
"Solyc06g049040"	"BZIP transcription factor family protein "	308.431173071111	-0.223732119409007	0.237608700989262	-0.94159901753395	0.34639797293899	0.731494042584403	434	235	311	279	149	353	338	320	342	404
"Solyc12g010800"	"BZIP transcription factor family protein "	132.180275403474	-0.8663223393735	0.923429941414185	-0.938157082113638	0.348163690487564	0.732993328925838	132	81	169	217	0	284	203	81	32	165
"Solyc06g048630"	"BZIP transcription factor family protein "	673.316329297536	-0.311925087580017	0.33295411680255	-0.936841059589591	0.348840321175874	0.733183532181973	1200	457	831	449	328	786	635	546	560	1228
"Solyc07g008010"	"Myb transcription factor "	120.354424231922	0.627687050495072	0.669478896273071	0.937575559124194	0.348462576578456	0.733183532181973	76	338	37	173	98	154	162	74	80	21
"Solyc07g051840"	"WRKY transcription factor "	657.034357204182	-0.32794172985876	0.350161135244078	-0.936545198341815	0.348992552650963	0.733233174905332	621	735	492	1101	383	681	570	667	926	405
"Solyc02g030210"	"AP2-like ethylene-responsive transcription factor At2g41710 "	733.772965874389	0.141532311928127	0.151857435165041	0.932007785949418	0.351332501683946	0.735246940291731	854	835	673	580	770	659	709	719	650	1003
"Solyc03g093530"	"Ethylene responsive transcription factor 1b "	100.533051574804	0.768468833988334	0.824500050400136	0.932042191647399	0.351314721304925	0.735246940291731	31	240	157	53	41	102	268	70	49	6
"Solyc07g047830"	"Bzip-like transcription factor-like "	293.849537929745	0.429340906733453	0.466092210049522	0.921150144705994	0.356972043123813	0.739775427243328	268	277	144	274	312	511	423	401	231	92
"Solyc02g093050"	"WRKY transcription factor 26 "	1014.56381444699	-0.281427956774004	0.311228446483446	-0.904248824147802	0.365863476256748	0.745138035364022	1124	1064	625	1471	830	1012	864	785	1594	822
"Solyc08g081630"	"WRKY transcription factor 19 "	27.3612213323712	0.907970501217268	1.0061354991209	0.902433620531821	0.366826568183174	0.745368184797733	12	8	2	63	33	3	74	47	15	8
