gene	seqid	start	end	log2ratio_P28
Solyc04g016000.2.1	SL2.50ch04	6594909	6598451	-4.12558876631192
Solyc04g016210.2.1	SL2.50ch04	6974301	6975814	3.84264601758499
Solyc04g016460.2.1	SL2.50ch04	7295885	7298402	-3.68080392363902
Solyc04g017610.2.1	SL2.50ch04	7569647	7585025	-5.52334827415893
Solyc04g018080.2.1	SL2.50ch04	9492005	9493467	-4.8207341847835
Solyc04g018090.2.1	SL2.50ch04	9572686	9575968	-3.60774046144929
Solyc04g018100.2.1	SL2.50ch04	9576648	9585923	-4.33083388103395
Solyc04g039970.1.1	SL2.50ch04	12316026	12316175	-3.73327134353315
Solyc04g039960.2.1	SL2.50ch04	12316295	12319198	-5.12558876631192
Solyc04g039750.1.1	SL2.50ch04	12579059	12581540	4.14937170582869
Solyc04g039670.2.1	SL2.50ch04	13010428	13014953	6.59642308425478
Solyc04g028440.1.1	SL2.50ch04	16152820	16153020	5.72616027510414
Solyc04g026020.2.1	SL2.50ch04	19814414	19817933	7.0643901823206
Solyc04g025950.1.1	SL2.50ch04	20322419	20327769	4.20924316180608
Solyc04g025610.1.1	SL2.50ch04	21708071	21710614	-4.05519943842051
Solyc04g025560.2.1	SL2.50ch04	21891892	21896543	6.38519787471652
Solyc04g025530.2.1	SL2.50ch04	22348272	22352834	-3.93294368836952
Solyc04g025510.2.1	SL2.50ch04	22436708	22439128	-5.19270296217046
Solyc04g025470.1.1	SL2.50ch04	22852084	22852947	4.57050940464395
Solyc04g025040.1.1	SL2.50ch04	26123355	26124068	4.21326400487412
Solyc04g024420.2.1	SL2.50ch04	31572116	31577886	-4.4039637182802
Solyc04g045310.2.1	SL2.50ch04	32327292	32330026	7.25825050254254
Solyc04g049080.2.1	SL2.50ch04	39514954	39518729	5.13709337605025
Solyc04g049100.1.1	SL2.50ch04	39684943	39687068	3.98554690392279
Solyc04g049150.1.1	SL2.50ch04	39903462	39903677	-3.90319634497547
Solyc04g050020.1.1	SL2.50ch04	45143280	45143447	-5.43371106167425
Solyc04g050180.2.1	SL2.50ch04	45761585	45765612	-4.56109036815048
Solyc04g050440.2.1	SL2.50ch04	47231399	47234372	4.92494013921864
Solyc04g050730.2.1	SL2.50ch04	48057652	48061765	4.0167504034585
Solyc04g050950.2.1	SL2.50ch04	49064622	49065920	-6.73327134353316
Solyc04g050990.2.1	SL2.50ch04	49275342	49277997	4.37525311324501
Solyc04g051100.2.1	SL2.50ch04	49641975	49642823	-4.00176017945906
Solyc04g051240.1.1	SL2.50ch04	50167083	50167313	-4.49880608989614
Solyc04g051650.2.1	SL2.50ch04	50945862	50947728	-3.81127385553443
Solyc04g052890.1.1	SL2.50ch04	51228963	51229584	5.11221870741122
Solyc04g052960.1.1	SL2.50ch04	51294456	51294902	5.25541334323901
Solyc04g052980.1.1	SL2.50ch04	51297023	51297469	6.81747544185009
Solyc04g052990.1.1	SL2.50ch04	51303972	51304400	5.33281784692462
Solyc04g053010.1.1	SL2.50ch04	51306317	51306763	3.87488078455988
Solyc04g053030.1.1	SL2.50ch04	51311458	51311898	5.38566972919035
Solyc04g053130.2.1	SL2.50ch04	51725557	51727470	-3.76986671186536
Solyc04g054220.2.1	SL2.50ch04	52030752	52033541	-5.52347331814955
Solyc04g054730.2.1	SL2.50ch04	53098446	53103462	5.40628000886564
Solyc04g055060.1.1	SL2.50ch04	53631743	53635243	-4.12029446664241
Solyc04g055100.1.1	SL2.50ch04	53671952	53672902	5.50990263993979
Solyc04g055230.1.1	SL2.50ch04	53861964	53862799	-4.73327134353316
Solyc04g056310.2.1	SL2.50ch04	54036508	54038198	-8.5724751316301
Solyc04g057790.1.1	SL2.50ch04	54917357	54917980	-8.24106598373185
Solyc04g057840.1.1	SL2.50ch04	54939382	54940687	-8.42675830103248
Solyc04g058010.2.1	SL2.50ch04	55148699	55149210	-3.47023693769935
Solyc04g058080.2.1	SL2.50ch04	55197122	55199475	3.5886567513542
Solyc04g058100.2.1	SL2.50ch04	55214330	55215114	6.39343312931003
Solyc04g064620.2.1	SL2.50ch04	55793788	55796464	4.09961867063159
Solyc04g064710.2.1	SL2.50ch04	55858388	55861421	3.69299341116894
Solyc04g071070.2.1	SL2.50ch04	57982562	57984069	4.33827241404151
Solyc04g071600.2.1	SL2.50ch04	58570436	58572050	-4.90863843004372
Solyc04g071770.2.1	SL2.50ch04	58745579	58747295	-6.20204082674979
Solyc04g071960.2.1	SL2.50ch04	58974343	58976658	6.48643499428505
Solyc04g072610.2.1	SL2.50ch04	59576384	59577837	-4.44598939145269
Solyc04g072620.1.1	SL2.50ch04	59583433	59583591	-5.45573736800425
Solyc04g074170.1.1	SL2.50ch04	60162127	60163691	-3.70352400013911
Solyc04g074390.2.1	SL2.50ch04	60374062	60375622	-3.40646102726605
Solyc04g074540.2.1	SL2.50ch04	60524918	60528663	-4.05519943842052
Solyc04g074780.2.1	SL2.50ch04	60696043	60700688	-4.94821465505714
Solyc04g076190.1.1	SL2.50ch04	61125648	61126955	5.34994202471582
Solyc04g076600.1.1	SL2.50ch04	61496360	61497890	-3.90319634497547
Solyc04g076970.2.1	SL2.50ch04	61924240	61925378	-3.9556637648696
Solyc04g077010.2.1	SL2.50ch04	61969536	61973005	3.73921642792959
Solyc04g077240.2.1	SL2.50ch04	62188479	62191099	3.77452329666554
Solyc04g077260.2.1	SL2.50ch04	62235761	62237526	-3.43226908750034
Solyc04g077570.1.1	SL2.50ch04	62534721	62535068	4.79811011698315
Solyc04g078010.2.1	SL2.50ch04	62881705	62882927	-3.4113432486458
Solyc04g078520.2.1	SL2.50ch04	63236742	63238891	3.6648367871921
Solyc04g078650.2.1	SL2.50ch04	63345069	63346492	3.61013647876466
Solyc04g078770.2.1	SL2.50ch04	63443216	63444533	4.79029061252386
Solyc04g078810.2.1	SL2.50ch04	63472496	63477228	4.25399266853938
Solyc04g079030.2.1	SL2.50ch04	63627437	63633289	3.87833592940592
Solyc04g079170.2.1	SL2.50ch04	63739665	63741152	4.60657865935147
Solyc04g079460.1.1	SL2.50ch04	63947195	63947647	-3.73327134353316
Solyc04g079480.2.1	SL2.50ch04	63950580	63952328	4.19746599402973
Solyc04g079640.2.1	SL2.50ch04	64032254	64034180	-3.46786992315545
Solyc04g079730.1.1	SL2.50ch04	64093804	64095408	-4.31526227772302
Solyc04g079760.2.1	SL2.50ch04	64106156	64108160	-4.07856343148603
Solyc04g080420.2.1	SL2.50ch04	64593213	64595412	5.84415748450259
Solyc04g080490.2.1	SL2.50ch04	64650886	64652793	3.5886567513542
Solyc04g080530.2.1	SL2.50ch04	64671607	64673983	-3.86102689073154
Solyc04g080660.2.1	SL2.50ch04	64767590	64771869	5.66760809274903
Solyc04g080720.2.1	SL2.50ch04	64819077	64821834	4.14937170582869
Solyc04g080840.1.1	SL2.50ch04	64916214	64920400	-3.38534804011285
Solyc04g080940.2.1	SL2.50ch04	64985938	64988962	3.65174127862237
Solyc04g081610.1.1	SL2.50ch04	65552254	65552522	4.3165772059174
Solyc04g081710.1.1	SL2.50ch04	65644119	65644654	5.2779559118901
Solyc04g081720.1.1	SL2.50ch04	65651899	65652167	4.08690761888203
Solyc04g081990.2.1	SL2.50ch04	65809833	65815043	4.65043294894089
Solyc04g082500.2.1	SL2.50ch04	66152655	66156822	-3.79381288546821
Solyc04g082540.1.1	SL2.50ch04	66183998	66186163	3.89210542563391
Solyc04g082730.1.1	SL2.50ch04	66304052	66304720	-4.05519943842052
Solyc05g005170.2.1	SL2.50ch05	159155	162491	4.04370992948092
Solyc05g005320.1.1	SL2.50ch05	250443	250922	5.88143850058206
Solyc05g005340.2.1	SL2.50ch05	277988	279746	4.91576922210129
Solyc05g005350.1.1	SL2.50ch05	281751	283619	5.2835369441534
Solyc05g005360.1.1	SL2.50ch05	286747	288650	5.77187857540998
Solyc05g005370.1.1	SL2.50ch05	291616	294183	6.49073033066495
Solyc05g005520.1.1	SL2.50ch05	371721	372179	-4.50856505635847
Solyc05g005600.1.1	SL2.50ch05	426812	431103	4.08690761888203
Solyc05g005870.2.1	SL2.50ch05	675439	679688	4.36762987204199
Solyc05g006020.2.1	SL2.50ch05	754456	759784	3.5886567513542
Solyc05g006330.1.1	SL2.50ch05	979855	980109	4.213147616262
Solyc05g006700.2.1	SL2.50ch05	1366839	1367894	5.22092496685372
Solyc05g006730.2.1	SL2.50ch05	1377080	1379013	-5.04168354044191
Solyc05g006830.2.1	SL2.50ch05	1453126	1454232	8.21946990365334
Solyc05g006870.2.1	SL2.50ch05	1484874	1486270	6.09961867063159
Solyc05g006990.2.1	SL2.50ch05	1582054	1588984	6.59764553458147
Solyc05g007000.2.1	SL2.50ch05	1592752	1598451	3.92017089507076
Solyc05g007010.1.1	SL2.50ch05	1601748	1603568	3.96160884926604
Solyc05g007330.1.1	SL2.50ch05	1965545	1965968	5.12884938195534
Solyc05g007410.1.1	SL2.50ch05	1996743	1996979	-4.73327134353316
Solyc05g007520.1.1	SL2.50ch05	2083855	2084758	4.07408357852445
Solyc05g007640.2.1	SL2.50ch05	2149733	2153957	4.86167524576063
Solyc05g007950.2.1	SL2.50ch05	2373133	2374737	-6.15992169092521
Solyc05g008410.1.1	SL2.50ch05	2774532	2774777	7.13709337605024
Solyc05g008890.2.1	SL2.50ch05	3102838	3104660	3.99464911103004
Solyc05g009180.1.1	SL2.50ch05	3315685	3316332	5.41647577597152
Solyc05g009410.1.1	SL2.50ch05	3566128	3566979	-3.47023693769936
Solyc05g009430.2.1	SL2.50ch05	3608430	3611465	-6.91649316758893
Solyc05g009700.2.1	SL2.50ch05	3896183	3899785	4.05680558709261
Solyc05g009890.1.1	SL2.50ch05	4112338	4113699	5.23251294112893
Solyc05g010230.1.1	SL2.50ch05	4412793	4414470	-4.31823384425432
Solyc05g010270.1.1	SL2.50ch05	4431688	4432116	6.59764553458147
Solyc05g010530.2.1	SL2.50ch05	4748494	4751090	-4.45437053224034
Solyc05g010540.2.1	SL2.50ch05	4751777	4753142	-3.37594934211061
Solyc05g010790.1.1	SL2.50ch05	4979114	4979848	-3.60774046144929
Solyc05g012360.2.1	SL2.50ch05	5622420	5627115	4.63305087071265
Solyc05g012740.1.1	SL2.50ch05	5910570	5914278	4.10214749694233
Solyc05g013180.2.1	SL2.50ch05	6257648	6262472	-3.65665006193024
Solyc05g013260.1.1	SL2.50ch05	6338816	6342410	3.65904607924561
Solyc05g013310.1.1	SL2.50ch05	6403193	6403648	-3.8284285765735
Solyc05g013330.2.1	SL2.50ch05	6419437	6420138	-4.29398629800764
Solyc05g013630.1.1	SL2.50ch05	6934325	6934771	4.72733081881207
Solyc05g013850.2.1	SL2.50ch05	7237101	7240446	6.63501684200152
Solyc05g013870.2.1	SL2.50ch05	7268441	7271869	6.80370432207748
Solyc05g014070.1.1	SL2.50ch05	7759051	7759562	3.99464911103004
Solyc05g014090.1.1	SL2.50ch05	7760966	7763568	5.30455012190181
Solyc05g014360.1.1	SL2.50ch05	8209665	8209829	-4.90319634497547
Solyc05g014480.2.1	SL2.50ch05	8349212	8350401	-3.92591642147556
Solyc05g015410.2.1	SL2.50ch05	10465076	10466681	-5.98119885697674
Solyc05g015480.2.1	SL2.50ch05	10696907	10698635	-4.8707748672831
Solyc05g015800.2.1	SL2.50ch05	12077217	12079028	-4.76889525326388
Solyc05g015880.2.1	SL2.50ch05	12616663	12619235	4.7636349805228
Solyc05g015910.1.1	SL2.50ch05	12973179	12973574	-5.86255436047812
Solyc05g016180.2.1	SL2.50ch05	14717835	14718447	-5.96209003402904
Solyc05g016260.2.1	SL2.50ch05	15422850	15425358	-4.50145566831009
Solyc05g016390.2.1	SL2.50ch05	16038482	16039802	5.3111227758253
Solyc05g017840.2.1	SL2.50ch05	18466904	18469886	-5.9556637648696
Solyc05g017970.1.1	SL2.50ch05	19335494	19335715	-4.05519943842052
Solyc05g018050.1.1	SL2.50ch05	19888324	19888605	-3.80366067142456
Solyc05g018780.1.1	SL2.50ch05	23638518	23641489	5.80588746757488
Solyc05g024280.1.1	SL2.50ch05	30996317	31000473	4.39601167341181
Solyc05g024380.1.1	SL2.50ch05	31472751	31472900	-4.31823384425432
Solyc05g025630.1.1	SL2.50ch05	35282617	35285573	4.58464368884758
Solyc05g025910.2.1	SL2.50ch05	37897292	37898356	-5.23577168406234
Solyc05g026420.1.1	SL2.50ch05	41202037	41202255	-6.05519943842052
Solyc05g032700.2.1	SL2.50ch05	45910297	45912135	-5.6240422737784
Solyc05g032690.2.1	SL2.50ch05	45950185	45952074	-4.44376472633817
Solyc05g032680.2.1	SL2.50ch05	45978082	45979870	-4.85890445378648
Solyc05g032620.1.1	SL2.50ch05	46831053	46831253	4.63013338733036
Solyc05g040100.2.1	SL2.50ch05	49081714	49083465	5.04808836999151
Solyc05g041460.1.1	SL2.50ch05	51813387	51813824	-4.23577168406234
Solyc05g041750.1.1	SL2.50ch05	53646887	53647132	-5.05519943842051
Solyc05g042070.2.1	SL2.50ch05	54641891	54643680	-4.54062626559076
Solyc05g043240.1.1	SL2.50ch05	55569934	55570122	-5.98119885697674
Solyc05g044580.2.1	SL2.50ch05	57078268	57080651	-4.08690829814786
Solyc05g046020.2.1	SL2.50ch05	58103304	58104907	4.97700349368888
Solyc05g046140.2.1	SL2.50ch05	58320136	58321632	-3.69700935904726
Solyc05g046240.1.1	SL2.50ch05	58425958	58426365	4.91058484624157
Solyc05g046340.1.1	SL2.50ch05	58626691	58628680	3.57415718165909
Solyc05g047580.2.1	SL2.50ch05	59040928	59051483	-4.29620753792431
Solyc05g047600.2.1	SL2.50ch05	59102936	59106841	3.61250349330857
Solyc05g047710.2.1	SL2.50ch05	59192779	59200177	4.22092496685372
Solyc05g048740.2.1	SL2.50ch05	59306002	59307395	-5.49880608989614
Solyc05g048800.1.1	SL2.50ch05	59459742	59461138	5.4664010013032
Solyc05g050090.2.1	SL2.50ch05	60087183	60088678	5.0643901823206
Solyc05g050220.2.1	SL2.50ch05	60269315	60274218	-4.47023693769937
Solyc05g050430.1.1	SL2.50ch05	60604815	60609235	4.86664149865397
Solyc05g050510.2.1	SL2.50ch05	60646184	60647227	4.56134940535847
Solyc05g050590.2.1	SL2.50ch05	60743815	60746954	4.48677713733499
Solyc05g050750.1.1	SL2.50ch05	60883256	60883708	-6.54062626559076
Solyc05g050760.1.1	SL2.50ch05	60910860	60911345	-6.31823384425431
Solyc05g050780.2.1	SL2.50ch05	60948926	60956568	5.23251294112893
Solyc05g051010.2.1	SL2.50ch05	61216637	61218057	4.19746599402973
Solyc05g051020.2.1	SL2.50ch05	61217641	61218617	5.03491298124377
Solyc05g051180.1.1	SL2.50ch05	61431144	61431776	6.2835369441534
Solyc05g051250.2.1	SL2.50ch05	61531469	61534785	7.6504329489409
Solyc05g051390.2.1	SL2.50ch05	61681905	61685317	-5.54062626559076
Solyc05g051430.2.1	SL2.50ch05	61751929	61756746	-3.44376472633817
Solyc05g051480.2.1	SL2.50ch05	61833780	61834672	-3.71364253678422
Solyc05g051540.1.1	SL2.50ch05	61907201	61908838	3.88143850058205
Solyc05g051670.1.1	SL2.50ch05	62052574	62053514	-3.67756191094687
Solyc05g051740.2.1	SL2.50ch05	62127720	62128997	4.0480883699915
Solyc05g051870.2.1	SL2.50ch05	62275865	62278226	3.72616027510414
Solyc05g051920.2.1	SL2.50ch05	62310721	62313063	-3.60551579633478
Solyc05g052400.2.1	SL2.50ch05	62622212	62624588	4.18956079594438
Solyc05g052680.1.1	SL2.50ch05	62893729	62895102	-3.99273535147387
Solyc05g052820.2.1	SL2.50ch05	62989652	62993911	3.90069849792445
Solyc05g053070.2.1	SL2.50ch05	63208064	63209075	-3.88463593506874
Solyc05g053080.2.1	SL2.50ch05	63208610	63211026	-5.16816855505076
Solyc05g053610.2.1	SL2.50ch05	63675847	63683154	4.26221317534435
Solyc05g054090.2.1	SL2.50ch05	64067332	64068562	4.15507252184161
Solyc05g054250.1.1	SL2.50ch05	64208785	64209747	-3.47023693769936
Solyc05g054650.1.1	SL2.50ch05	64521075	64521533	-3.38200975468763
Solyc05g054900.2.1	SL2.50ch05	64697561	64698677	-3.787994529874
Solyc05g055080.1.1	SL2.50ch05	64869945	64870244	-4.31823384425431
Solyc05g055510.2.1	SL2.50ch05	65130199	65133112	4.14119777438298
Solyc05g055750.2.1	SL2.50ch05	65264002	65267417	3.95322918365006
Solyc06g005050.2.1	SL2.50ch06	24702	25845	-3.81733560832163
Solyc06g005070.1.1	SL2.50ch06	57089	58268	3.91058484624157
Solyc06g005090.2.1	SL2.50ch06	104026	105417	-6.90319634497547
Solyc06g005100.2.1	SL2.50ch06	119977	124995	5.2890964694953
Solyc06g005290.2.1	SL2.50ch06	295547	304925	-4.2333449466678
Solyc06g005310.2.1	SL2.50ch06	331015	332382	4.19746599402973
Solyc06g005330.2.1	SL2.50ch06	351706	352825	3.67611959260454
Solyc06g005450.1.1	SL2.50ch06	442434	443021	-3.63597414217824
Solyc06g005470.2.1	SL2.50ch06	482823	484366	5.39675065879022
Solyc06g005660.1.1	SL2.50ch06	724698	728116	-5.03095189217384
Solyc06g005890.2.1	SL2.50ch06	889825	891348	5.28798627702737
Solyc06g005900.2.1	SL2.50ch06	892513	896727	4.40968661030889
Solyc06g005980.2.1	SL2.50ch06	964946	972193	-4.41100422971793
Solyc06g006110.2.1	SL2.50ch06	1143219	1150108	4.94072470631356
Solyc06g007140.2.1	SL2.50ch06	1189570	1193039	-3.91287889837281
Solyc06g007610.2.1	SL2.50ch06	1605025	1606614	3.6590460792456
Solyc06g007860.1.1	SL2.50ch06	1757744	1758229	-10.5629940786192
Solyc06g007960.2.1	SL2.50ch06	1816553	1820314	-4.49880608989614
Solyc06g008080.1.1	SL2.50ch06	1955416	1957081	-4.31823384425432
Solyc06g008360.2.1	SL2.50ch06	2253973	2260316	4.22092496685372
Solyc06g008380.1.1	SL2.50ch06	2318596	2320688	-4.05519943842052
Solyc06g008710.1.1	SL2.50ch06	2615845	2621332	4.58865675135421
Solyc06g008930.2.1	SL2.50ch06	2859051	2860335	3.58865675135421
Solyc06g009490.2.1	SL2.50ch06	3451316	3452881	5.09327714375776
Solyc06g010010.1.1	SL2.50ch06	4699552	4706571	-5.61241694865877
Solyc06g010170.2.1	SL2.50ch06	5289009	5295897	5.20454382527026
Solyc06g011570.2.1	SL2.50ch06	8117886	8119729	4.62428066108492
Solyc06g011610.1.1	SL2.50ch06	8497926	8502702	-4.19270296217045
Solyc06g011620.1.1	SL2.50ch06	8504775	8505107	-3.64016193914167
Solyc06g033860.1.1	SL2.50ch06	23311507	23315504	6.38566972919036
Solyc06g034070.1.1	SL2.50ch06	23570973	23582915	-7.63212462007626
Solyc06g034140.1.1	SL2.50ch06	23707557	23709701	-4.98119885697674
Solyc06g034370.1.1	SL2.50ch06	24179516	24180094	-6.53220092507361
Solyc06g035430.2.1	SL2.50ch06	24308994	24313705	5.25541334323901
Solyc06g035490.2.1	SL2.50ch06	24377395	24379035	-4.51986770542396
Solyc06g035520.2.1	SL2.50ch06	24439422	24441001	-5.21310029544647
Solyc06g035610.2.1	SL2.50ch06	24665930	24667163	-7.05519943842052
Solyc06g036120.2.1	SL2.50ch06	25573431	25575004	-3.87077486728309
Solyc06g036180.2.1	SL2.50ch06	25663317	25664078	-6.31823384425431
Solyc06g036440.1.1	SL2.50ch06	25990942	25993563	-5.8207341847835
Solyc06g048570.2.1	SL2.50ch06	31260220	31262771	-5.45404769960003
Solyc06g048600.2.1	SL2.50ch06	31353135	31356440	4.45259520177818
Solyc06g048670.2.1	SL2.50ch06	31441105	31445069	4.79029061252386
Solyc06g048860.1.1	SL2.50ch06	31832338	31835414	-4.09732491409321
Solyc06g050220.2.1	SL2.50ch06	32728034	32734634	-3.73327134353316
Solyc06g050250.1.1	SL2.50ch06	32801115	32802848	-3.45909638009416
Solyc06g050520.1.1	SL2.50ch06	33213525	33214427	-4.90319634497547
Solyc06g050530.2.1	SL2.50ch06	33229706	33232192	-3.54091774857809
Solyc06g050710.2.1	SL2.50ch06	33473512	33474045	3.93915399843834
Solyc06g050840.2.1	SL2.50ch06	33674249	33675845	3.75858175279652
Solyc06g051120.2.1	SL2.50ch06	34219579	34228082	5.48104777726761
Solyc06g051820.2.1	SL2.50ch06	35499178	35505530	-5.99630574936696
Solyc06g051830.1.1	SL2.50ch06	35508188	35511766	4.58865675135421
Solyc06g053420.2.1	SL2.50ch06	36189101	36202671	3.63596246613256
Solyc06g053930.2.1	SL2.50ch06	36838649	36840560	-5.59019347986759
Solyc06g053950.1.1	SL2.50ch06	36843405	36843791	-4.28444553079803
Solyc06g053960.2.1	SL2.50ch06	36843611	36846535	-3.62026238170397
Solyc06g054030.2.1	SL2.50ch06	36899661	36900572	-3.50378949741039
Solyc06g054070.2.1	SL2.50ch06	36918327	36919133	-4.54062626559076
Solyc06g054240.2.1	SL2.50ch06	37060224	37064499	5.94855269644059
Solyc06g054350.2.1	SL2.50ch06	37153107	37156186	-5.59125233866073
Solyc06g054550.2.1	SL2.50ch06	37293176	37301002	-3.96556222593584
Solyc06g054570.1.1	SL2.50ch06	37316715	37317026	5.86664149865397
Solyc06g054630.1.1	SL2.50ch06	37357223	37357936	-5.05519943842052
Solyc06g059710.2.1	SL2.50ch06	37565184	37568347	-5.64507384334477
Solyc06g059740.2.1	SL2.50ch06	37606747	37608946	-3.8874310561956
Solyc06g059900.2.1	SL2.50ch06	37834294	37835730	-4.36648901286154
Solyc06g060250.2.1	SL2.50ch06	38203665	38211918	3.88846736299444
Solyc06g060470.1.1	SL2.50ch06	38497586	38498308	-4.70289769448964
Solyc06g060690.2.1	SL2.50ch06	38711321	38712982	-4.15000913180184
Solyc06g060700.1.1	SL2.50ch06	38718137	38718565	-6.54062626559076
Solyc06g060710.2.1	SL2.50ch06	38728799	38733503	4.10467189835787
Solyc06g061200.1.1	SL2.50ch06	39203537	39204448	8.55974040889022
Solyc06g062430.2.1	SL2.50ch06	39376731	39380151	-4.58502038494921
Solyc06g063040.1.1	SL2.50ch06	39799587	39800618	-3.65927076208938
Solyc06g064550.2.1	SL2.50ch06	40219668	40229833	4.1591594978887
Solyc06g064720.1.1	SL2.50ch06	40335887	40338142	-5.46507523258358
Solyc06g065010.2.1	SL2.50ch06	40537910	40540234	3.75858175279652
Solyc06g065300.2.1	SL2.50ch06	40723127	40725660	-4.54062626559076
Solyc06g065550.1.1	SL2.50ch06	40945441	40946205	-6.75563915656161
Solyc06g065790.1.1	SL2.50ch06	41234939	41236012	-4.54062626559076
Solyc06g065940.2.1	SL2.50ch06	41331426	41333564	-3.69726639007767
Solyc06g065960.1.1	SL2.50ch06	41342481	41342756	-4.54062626559076
Solyc06g065970.1.1	SL2.50ch06	41353384	41353764	5.08903391999042
Solyc06g066070.1.1	SL2.50ch06	41419559	41420581	-3.47023693769935
Solyc06g066110.1.1	SL2.50ch06	41443719	41444171	-3.54062626559076
Solyc06g066180.2.1	SL2.50ch06	41487433	41489969	3.64176808781377
Solyc06g066240.2.1	SL2.50ch06	41555495	41559092	3.99260029095233
Solyc06g066850.1.1	SL2.50ch06	42040373	42040567	3.68247042475693
Solyc06g066860.1.1	SL2.50ch06	42049624	42053321	5.76258368335402
Solyc06g068040.2.1	SL2.50ch06	42165924	42169071	5.0448057860022
Solyc06g068270.2.1	SL2.50ch06	42305818	42307994	-4.65927076208938
Solyc06g068310.1.1	SL2.50ch06	42318879	42319460	4.07408357852445
Solyc06g068350.1.1	SL2.50ch06	42341843	42342214	-5.73327134353316
Solyc06g068390.1.1	SL2.50ch06	42369660	42370193	3.62428066108492
Solyc06g068520.2.1	SL2.50ch06	42469535	42470782	4.45089558048493
Solyc06g068550.2.1	SL2.50ch06	42489280	42491680	3.62428066108493
Solyc06g068680.2.1	SL2.50ch06	42577884	42583368	4.70254771788219
Solyc06g068700.2.1	SL2.50ch06	42589465	42592664	-5.00628983793958
Solyc06g069300.1.1	SL2.50ch06	43062232	43063104	3.69299341116895
Solyc06g069350.1.1	SL2.50ch06	43101388	43105344	-3.50265841539175
Solyc06g069400.2.1	SL2.50ch06	43161030	43165245	4.27395620031551
Solyc06g069550.1.1	SL2.50ch06	43305375	43306817	-4.20275662683438
Solyc06g069730.2.1	SL2.50ch06	43432668	43433863	4.27255367742383
Solyc06g071250.2.1	SL2.50ch06	43834329	43839604	-3.51754265247772
Solyc06g071590.2.1	SL2.50ch06	44092151	44094431	4.39601167341181
Solyc06g071990.2.1	SL2.50ch06	44352400	44354620	-4.5745735975141
Solyc06g072350.2.1	SL2.50ch06	44623516	44624887	4.60003766751368
Solyc06g072420.2.1	SL2.50ch06	44679851	44681780	-5.64016193914167
Solyc06g072650.1.1	SL2.50ch06	44806102	44806614	6.60211901116077
Solyc06g073040.1.1	SL2.50ch06	45001255	45001622	-4.73327134353315
Solyc06g073580.2.1	SL2.50ch06	45367706	45370533	-5.82073418478349
Solyc06g073830.1.1	SL2.50ch06	45588780	45589334	-5.29649206510025
Solyc06g074410.2.1	SL2.50ch06	46037485	46040653	-4.54133677781438
Solyc06g074420.1.1	SL2.50ch06	46053420	46054877	-4.77766546289161
Solyc06g074870.1.1	SL2.50ch06	46392431	46394981	-4.31823384425431
Solyc06g074910.2.1	SL2.50ch06	46414136	46416296	-4.52582926366268
Solyc06g074990.1.1	SL2.50ch06	46490275	46493062	-3.92309590241317
Solyc06g075040.1.1	SL2.50ch06	46559088	46559306	5.25541334323901
Solyc06g075050.1.1	SL2.50ch06	46563296	46565021	6.56593667485412
Solyc06g075090.2.1	SL2.50ch06	46591657	46596343	-5.1524553721646
Solyc06g075220.1.1	SL2.50ch06	46677877	46678626	4.78715090499329
Solyc06g075450.1.1	SL2.50ch06	46829328	46832381	-8.37712753330788
Solyc06g075520.2.1	SL2.50ch06	46898478	46900198	5.51026885266949
Solyc06g075780.1.1	SL2.50ch06	47095694	47096158	-4.09367358623516
Solyc06g076070.1.1	SL2.50ch06	47235498	47235731	-5.98119885697675
Solyc06g076080.1.1	SL2.50ch06	47238167	47238385	-4.26165031588795
Solyc06g076160.2.1	SL2.50ch06	47289151	47291972	-4.79563200942106
Solyc06g076170.2.1	SL2.50ch06	47302734	47304557	-4.47023693769936
Solyc06g076580.1.1	SL2.50ch06	47564675	47564938	-4.88117003864547
Solyc06g076920.2.1	SL2.50ch06	47791704	47793802	-3.70010447959796
Solyc06g082240.2.1	SL2.50ch06	48147686	48150095	-3.37324931849696
Solyc06g082410.1.1	SL2.50ch06	48234430	48234807	3.62310726123099
Solyc06g082430.1.1	SL2.50ch06	48246980	48248550	-3.68746765392003
Solyc06g082450.1.1	SL2.50ch06	48255426	48256437	-4.73327134353315
Solyc06g083080.2.1	SL2.50ch06	48631931	48633901	4.0405743163342
Solyc06g083170.2.1	SL2.50ch06	48705035	48707756	4.49874977900106
Solyc06g083400.1.1	SL2.50ch06	48806186	48808342	-4.54062626559076
Solyc06g083450.2.1	SL2.50ch06	48852392	48853689	4.21867134227535
Solyc06g083890.2.1	SL2.50ch06	49181390	49187059	-4.08565323496223
Solyc06g084070.2.1	SL2.50ch06	49326812	49327639	4.56266154282125
Solyc06g084140.2.1	SL2.50ch06	49364970	49369056	3.74570046149979
Solyc06g084170.2.1	SL2.50ch06	49380468	49381823	-4.60654765853646
Solyc06g084190.2.1	SL2.50ch06	49383273	49384021	-5.92966855633667
Solyc06g084380.2.1	SL2.50ch06	49519712	49522769	-5.19270296217045
Solyc06g084620.1.1	SL2.50ch06	49675112	49676806	-3.51087892219671
Solyc07g005040.2.1	SL2.50ch07	90358	92771	-4.19270296217045
Solyc07g005110.2.1	SL2.50ch07	128660	133395	4.12470965159441
Solyc07g006110.2.1	SL2.50ch07	965123	969368	4.63305087071266
Solyc07g006380.2.1	SL2.50ch07	1207489	1208297	-4.96209003402904
